	Biomarker	Condition Types Full	Condition Categories	Condition Name	Clinical Status	Biomarker Type	Chinese Name
839	N-terminal propeptide of type 1 procollagen	Femoral Neck Osteoporsis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	1型前胶原的N末端前肽
840	N-terminal propeptide of type 1 procollagen	L2 4 Spine Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	1型前胶原的N末端前肽
841	N-terminal propeptide of type 1 procollagen	Vertebral Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	1型前胶原的N末端前肽
842	N-terminal propeptide of type 1 procollagen	Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	1型前胶原的N末端前肽
843	N-terminal telopeptide	Osteomalacia	Musculoskeletal System Disorder	Osteomalacia	Investigational	Protein Biomarkers	氨基末端肽
844	N-terminal telopeptide	L1 4 Spine Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	氨基末端肽
845	N-terminal telopeptide	Femoral Neck Osteoporsis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	氨基末端肽
846	N-terminal telopeptide	L2 4 Spine Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	氨基末端肽
847	N-terminal telopeptide	Vertebral Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	氨基末端肽
848	N-terminal telopeptide	Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	氨基末端肽
849	N1-Acetylspermidine	Invasive Ductal Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Chemical Biomarkers	N1-乙酰亚精胺
850	N1-Acetylspermidine	Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Chemical Biomarkers	N1-乙酰亚精胺
851	N1-Acetylspermine	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N1-乙酰精胺
852	N1-Acetylspermine	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N1-乙酰精胺
853	N1-Acetylspermine	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N1-乙酰精胺
854	N1-Acetylspermine	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N1-乙酰精胺
855	N1-Acetylspermine	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N1-乙酰精胺
856	N1-Acetylspermine	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N1-乙酰精胺
857	N1-Acetylspermine	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N1-乙酰精胺
858	N1-Methyl-2-pyridone-5-carboxamide	Pellagra	Skin Disorder	Pellagra	Investigational	Chemical Biomarkers	N1-甲基-2-吡啶酮-5-甲酰胺
859	N1-Methyl-2-pyridone-5-carboxamide	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	N1-甲基-2-吡啶酮-5-甲酰胺
860	N2,N2-Dimethylguanosine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	N2, N2-二甲基鸟苷
861	N4-Acetylcytidine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	
862	Neopterin	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	新蝶呤
863	Nickel	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Clinical	Chemical Biomarkers	
864	Nickel	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	
865	Nicotinic acid	Alcoholism	Mental or Behavioural Disorder	Alcoholism	Investigational	Chemical Biomarkers	尼克酸
866	Nitrate	Amyotrophic Lateral Sclerosis	Nervous System Disorder	Amyotrophic Lateral Sclerosis	Investigational	Chemical Biomarkers	硝酸盐
867	Nitrate	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Investigational	Chemical Biomarkers	硝酸盐
868	Nitrite	Malaria	Parasitic Infection	Malaria	Clinical	Chemical Biomarkers	亚硝酸盐
869	Nonanal	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	
870	Norepinephrine	Subarachnoid Hemorrhage	Hematological or Lymphatic System Disorder,Nervous System Disorder	Subarachnoid Hemorrhage	Clinical	Chemical Biomarkers	去甲肾上腺素
871	Norepinephrine	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	去甲肾上腺素
872	Norepinephrine	Heat Stress	Exposure,Mental or Behavioural Disorder	Heat Stress	Clinical	Chemical Biomarkers	去甲肾上腺素
873	Norepinephrine	Congenital Dopamine Beta-Hydroxylase Deficiency	Germ-Line Disorder,Endocrine System Disorder	Congenital Dopamine Beta-Hydroxylase Deficiency	Clinical	Chemical Biomarkers	去甲肾上腺素
874	Normetanephrine	Hypertension	Cardiovascular System Disorder	Hypertension	Clinical	Chemical Biomarkers	去甲肾上腺素
875	O-Phosphoethanolamine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	邻-磷酸乙醇胺
876	Octyl acetate	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	
877	Ornithine	Pearson Marrow Pancreas Syndrome	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Pearson Marrow Pancreas Syndrome	Clinical	Chemical Biomarkers	鸟氨酸
878	Ornithine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	鸟氨酸
879	Ornithine	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	鸟氨酸
880	Osteocalcin	Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	骨钙素
881	Osteocalcin	Vertebral Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	骨钙素
882	Osteocalcin	L2 4 Spine Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	骨钙素
883	Osteocalcin	Femoral Neck Osteoporsis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	骨钙素
884	Osteocalcin	L1 4 Spine Osteoporosis	Others,Musculoskeletal System Disorder	Osteoporosis	Investigational	Protein Biomarkers	骨钙素
885	Oxalacetic acid	Anoxia	Others	Anoxia	Investigational	Chemical Biomarkers	草酰乙酸
886	Oxidized glutathione	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	氧化谷胱甘肽
887	Oxidized glutathione	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	氧化谷胱甘肽
888	Oxoadipic acid	Alpha Aminoadipic Aciduria	Germ-Line Disorder	Alpha Aminoadipic Aciduria	Clinical	Chemical Biomarkers	氧代己二酸
889	Oxoglutaric acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	氧代戊二酸
890	Oxoglutaric acid	Amish Type Microcephaly	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder	Amish Type Microcephaly	Investigational	Chemical Biomarkers	氧代戊二酸
891	Oxoglutaric acid	Anoxia	Others	Anoxia	Investigational	Chemical Biomarkers	氧代戊二酸
892	P-Selectin	Acute Pancreatitis	Digestive System Disorder	Acute Pancreatitis	Investigational	Protein Biomarkers	P-选择素
893	Palmitic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	棕櫚酸
894	Pappalysin-1	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Investigational	Protein Biomarkers	Pappalysin-1
895	Pappalysin-1	Low Birth Weight	Others	Low Birth Weight	Investigational	Protein Biomarkers	Pappalysin-1
896	Pappalysin-1	Down Syndrome	Others	Down Syndrome	Investigational	Protein Biomarkers	Pappalysin-1
897	Parathyroid hormone	Hyperparathyroidism	Germ-Line Disorder,Nervous System Disorder,Endocrine System Disorder	Hyperparathyroidism	Investigational	Protein Biomarkers	副甲狀腺素
898	Pentosidine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	戊糖苷
899	Phenol	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	苯酚
900	Phenol	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	苯酚
901	Phenylacetic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	苯乙酸
902	Phenylacetic acid	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	苯乙酸
903	Phenylpyruvic acid	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Clinical	Chemical Biomarkers	苯丙酮酸
904	Phosphate	Hemodialysis	Others	Hemodialysis	Investigational	Chemical Biomarkers	磷酸数值
905	Phosphate	Type 4A Bartter Syndrome	Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Otorhinolaryngologic Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder,Urinary System Disorder	Type 4A Bartter Syndrome	Investigational	Chemical Biomarkers	磷酸数值
906	Phosphate	Fanconi Syndrome	Urinary System Disorder	Fanconi Syndrome	Investigational	Chemical Biomarkers	磷酸数值
907	Phosphorylcholine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	磷酸胆碱
908	Phosphoserine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	磷酸丝氨酸
909	Phytanic acid	Rhizomelic Chondrodysplasia Punctata	Germ-Line Disorder,Musculoskeletal System Disorder	Rhizomelic Chondrodysplasia Punctata	Clinical	Chemical Biomarkers	植烷酸
910	Phytanic acid	Zellweger Syndrome	Visual System Disorder,Germ-Line Disorder,Metabolic Disorder,Digestive System Disorder,Urinary System Disorder	Zellweger Syndrome	Clinical	Chemical Biomarkers	植烷酸
911	Phytanic acid	Alpha Methylacyl Co A Racemase Deficiency	Germ-Line Disorder	Alpha Methylacyl Co A Racemase Deficiency	Clinical	Chemical Biomarkers	植烷酸
912	Picolinic acid	Amyotrophic Lateral Sclerosis	Nervous System Disorder	Amyotrophic Lateral Sclerosis	Investigational	Chemical Biomarkers	吡啶甲酸
913	Pimelic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	庚二酸
914	Pipecolic acid	Adrenoleukodystrophy	Germ-Line Disorder,Metabolic Disorder,Endocrine System Disorder	Adrenoleukodystrophy	Clinical	Chemical Biomarkers	哌啶醇酸
915	Pipecolic acid	Zellweger Syndrome	Visual System Disorder,Germ-Line Disorder,Metabolic Disorder,Digestive System Disorder,Urinary System Disorder	Zellweger Syndrome	Clinical	Chemical Biomarkers	哌啶醇酸
916	Pipecolic acid	Refsum Disease	Visual System Disorder,Germ-Line Disorder,Nervous System Disorder,Digestive System Disorder	Refsum Disease	Clinical	Chemical Biomarkers	哌啶醇酸
917	Pipecolic acid	Dyserythropoietic Congenital Anemia Type II	Hematological or Lymphatic System Disorder	Anemia	Clinical	Chemical Biomarkers	哌啶醇酸
918	Pipecolic acid	Anemia	Hematological or Lymphatic System Disorder	Anemia	Clinical	Chemical Biomarkers	哌啶醇酸
919	Pipecolic acid	Infantile Refsum Disease	Visual System Disorder,Germ-Line Disorder,Nervous System Disorder,Digestive System Disorder	Refsum Disease	Clinical	Chemical Biomarkers	哌啶醇酸
920	Plasminogen activator inhibitor 1	Invasive Ductal Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	
921	Plasminogen activator inhibitor 1	Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	
922	Porphobilinogen	Porphyria	Germ-Line Disorder,Skin Disorder,Metabolic Disorder,Digestive System Disorder	Porphyria	Clinical	Chemical Biomarkers	胆色素原
923	Potassium	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Immune System Disorder,Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Endocrine System Disorder,Urinary System Disorder	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Clinical	Chemical Biomarkers	钾
924	Potassium	Type I Autosonal Dominant Pseudohyopoaldosteronism	Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Metabolic Disorder	Type I Autosonal Dominant Pseudohyopoaldosteronism	Clinical	Chemical Biomarkers	钾
925	Potassium	Type 4A Bartter Syndrome	Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Otorhinolaryngologic Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder,Urinary System Disorder	Type 4A Bartter Syndrome	Clinical	Chemical Biomarkers	钾
926	Potassium	Type 4B Bartter Syndrome	Germ-Line Disorder,Otorhinolaryngologic Disorder,Metabolic Disorder,Urinary System Disorder	Type 4B Bartter Syndrome	Clinical	Chemical Biomarkers	钾
927	Potassium	21 Hydroxylase Deficiency	Nervous System Disorder,Endocrine System Disorder	21 Hydroxylase Deficiency	Clinical	Chemical Biomarkers	钾
928	Pregnanetriol	11 Beta Hydroxylase Deficiency	Germ-Line Disorder,Female Reproductive System Disorder,Endocrine System Disorder	11 Beta Hydroxylase Deficiency	Clinical	Chemical Biomarkers	
929	Pregnenolone	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Immune System Disorder,Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Endocrine System Disorder,Urinary System Disorder	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Clinical	Chemical Biomarkers	孕烯醇酮
930	Pristanic acid	Alpha Methylacyl Co A Racemase Deficiency	Germ-Line Disorder	Alpha Methylacyl Co A Racemase Deficiency	Clinical	Chemical Biomarkers	普里斯坦酸
931	Pristanic acid	Zellweger Syndrome	Visual System Disorder,Germ-Line Disorder,Metabolic Disorder,Digestive System Disorder,Urinary System Disorder	Zellweger Syndrome	Clinical	Chemical Biomarkers	普里斯坦酸
932	Procalcitonin	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Protein Biomarkers	降钙素原
933	Procalcitonin	Autoimmune Disease	Immune System Disorder,Germ-Line Disorder,Hematological or Lymphatic System Disorder,Skin Disorder,Nervous System Disorder,Endocrine System Disorder	Autoimmune Disease	Investigational	Protein Biomarkers	降钙素原
934	Progesterone	Antley Bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis	Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Musculoskeletal System Disorder	Antley Bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis	Clinical	Chemical Biomarkers	孕酮
935	Prolactin	Hyperprolactinemia	Endocrine System Disorder	Hyperprolactinemia	Investigational	Protein Biomarkers	催乳激素
936	Proliferation marker protein Ki-67	Invasive Ductal Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	
937	Proliferation marker protein Ki-67	Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	
938	Prolylhydroxyproline	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	脯氨酸
939	Propionic acid	Irritable Bowel Syndrome	Lower Gastrointestinal Disorder	Irritable Bowel Syndrome	Investigational	Chemical Biomarkers	丙酸
940	Propionic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	丙酸
941	Propionic acid	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Investigational	Chemical Biomarkers	丙酸
942	Propyl alcohol	Irritable Bowel Syndrome	Lower Gastrointestinal Disorder	Irritable Bowel Syndrome	Investigational	Chemical Biomarkers	丙醇
943	Propyl alcohol	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Investigational	Chemical Biomarkers	丙醇
944	Propylene glycol	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Investigational	Chemical Biomarkers	1,2-丙二醇
945	Propylene glycol	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	1,2-丙二醇
946	Prostaglandin B2	Stroke	Cardiovascular System Disorder	Stroke	Investigational	Chemical Biomarkers	前列腺素B2
947	Prostaglandin E2	Amyotrophic Lateral Sclerosis	Nervous System Disorder	Amyotrophic Lateral Sclerosis	Investigational	Chemical Biomarkers	前列腺素E2
948	Prostaglandin F2a	Myocardial Infarction	Others,Cardiovascular System Disorder	Myocardial Infarction	Investigational	Chemical Biomarkers	前列腺素F2a
949	Prostate specific antigen	Prostate Cancer	Cancer,Germ-Line Disorder,Male Reproductive System Disorder,Nervous System Disorder	Prostate Cancer	Investigational	Protein Biomarkers	前列腺特异抗原检测
950	Protein C	Protein C deficiency	Hematological or Lymphatic System Disorder	Protein C deficiency	Investigational	Protein Biomarkers	蛋白质C
951	Protein S	Protein S deficiency	Hematological or Lymphatic System Disorder	Protein S deficiency	Investigational	Protein Biomarkers	蛋白质S
952	Prothrombin	Combined Deficiency of Vitamin K Dependent Clotting Factors	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Combined Deficiency of Vitamin K Dependent Clotting Factors	Investigational	Protein Biomarkers	凝血酶原
953	Prothrombin	Liver Disease	Others	Liver Disease	Investigational	Protein Biomarkers	凝血酶原
954	Putrescine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	腐胺
955	Putrescine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	腐胺
956	Putrescine	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	腐胺
957	Putrescine	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	腐胺
958	Putrescine	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	腐胺
959	Putrescine	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	腐胺
960	Putrescine	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	腐胺
961	Putrescine	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	腐胺
962	Putrescine	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	腐胺
963	Pyridinoline	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	吡啶啉
964	Pyridoxal	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	吡哆醛
965	Pyridoxal	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	吡哆醛
966	Pyridoxal	Sickle Cell Anemia	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Sickle Cell Anemia	Investigational	Chemical Biomarkers	吡哆醛
967	Pyridoxal 5'-phosphate	Purine Nucleoside Phosphorylase Deficiency	Immune System Disorder,Germ-Line Disorder,Metabolic Disorder	Purine Nucleoside Phosphorylase Deficiency	Clinical	Chemical Biomarkers	5 '-磷酸吡哆醛
968	Pyridoxal 5'-phosphate	Systemic Juvenile Rheumatoid Arthritis	Immune System Disorder,Musculoskeletal System Disorder	Rheumatoid Arthritis	Investigational	Chemical Biomarkers	5 '-磷酸吡哆醛
969	Pyridoxal 5'-phosphate	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	5 '-磷酸吡哆醛
970	Pyridoxal 5'-phosphate	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	5 '-磷酸吡哆醛
971	Pyridoxal 5'-phosphate	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	5 '-磷酸吡哆醛
972	Pyridoxal 5'-phosphate	Rheumatoid Arthritis	Immune System Disorder,Musculoskeletal System Disorder	Rheumatoid Arthritis	Investigational	Chemical Biomarkers	5 '-磷酸吡哆醛
973	Pyridoxamine	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	吡哆胺
974	Pyridoxamine	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	吡哆胺
975	Pyridoxine	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	吡哆醇
976	Pyridoxine	Sickle Cell Anemia	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Sickle Cell Anemia	Investigational	Chemical Biomarkers	吡哆醇
977	Pyridoxine	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	吡哆醇
978	Pyroglutamic acid	Glutathione Synthetase Deficiency	Germ-Line Disorder,Hematological or Lymphatic System Disorder,Metabolic Disorder	Glutathione Synthetase Deficiency	Clinical	Chemical Biomarkers	焦谷氨酸
979	Pyroglutamic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	焦谷氨酸
980	Pyruvaldehyde	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	
981	Pyruvic acid	Hereditary Myopathy With Lactic Acidosis	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder,Metabolic Disorder	Hereditary Myopathy With Lactic Acidosis	Clinical	Chemical Biomarkers	丙酮酸
982	Pyruvic acid	G.R.A.C.I.L.E. Syndrome	Germ-Line Disorder,Metabolic Disorder,Digestive System Disorder	G.R.A.C.I.L.E. Syndrome	Clinical	Chemical Biomarkers	丙酮酸
983	Pyruvic acid	Leigh syndrome	Germ-Line Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Leigh syndrome	Clinical	Chemical Biomarkers	丙酮酸
984	Pyruvic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	丙酮酸
985	Pyruvic acid	Pearson Marrow Pancreas Syndrome	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Pearson Marrow Pancreas Syndrome	Clinical	Chemical Biomarkers	丙酮酸
986	Quinolinic acid	Hepatic Coma	Others	Hepatic Coma	Investigational	Chemical Biomarkers	喹啉酸
987	Quinolinic acid	Amyotrophic Lateral Sclerosis	Nervous System Disorder	Amyotrophic Lateral Sclerosis	Investigational	Chemical Biomarkers	喹啉酸
988	Quinolinic acid	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	喹啉酸
989	Renin	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Protein Biomarkers	肾素
990	Retinyl ester	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Chemical Biomarkers	
991	Riboflavin	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	核黄素
992	Riboflavin	Brown Vialetto Van Laere Syndrome	Germ-Line Disorder,Otorhinolaryngologic Disorder,Nervous System Disorder	Brown Vialetto Van Laere Syndrome	Clinical	Chemical Biomarkers	核黄素
993	S-Adenosylhomocysteine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	S-腺苷高半胱氨酸
994	SAICAR	Adenylosuccinate Lyase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Adenylosuccinate Lyase Deficiency	Clinical	Chemical Biomarkers	SAICAR
995	Sarcosine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	N-甲基甘氨酸
996	Sebacic acid	Carnitine Acylcarnitine Translocase Deficiency	Germ-Line Disorder,Cardiovascular System Disorder,Metabolic Disorder	Carnitine Acylcarnitine Translocase Deficiency	Clinical	Chemical Biomarkers	癸二酸
997	Selenomethionine	Prostate Cancer	Cancer,Germ-Line Disorder,Male Reproductive System Disorder,Nervous System Disorder	Prostate Cancer	Investigational	Chemical Biomarkers	硒代甲硫氨酸
998	Serotonin	Brunner Syndrome	Germ-Line Disorder,Nervous System Disorder	Brunner Syndrome	Clinical	Chemical Biomarkers	血清素
999	Serotonin	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	血清素
1000	Sex hormone binding globulin	Liver Disease	Others	Liver Disease	Investigational	Protein Biomarkers	性激素结合球蛋白
1001	Sex hormone binding globulin	Polycystic Ovary Syndrome	Female Reproductive System Disorder,Endocrine System Disorder	Polycystic Ovary Syndrome	Investigational	Protein Biomarkers	性激素结合球蛋白
1002	Sex hormone binding globulin	Cushing's Syndrome	Endocrine System Disorder	Cushing's Syndrome	Investigational	Protein Biomarkers	性激素结合球蛋白
1003	Sex hormone-binding globulin	Polycystic Ovary Syndrome	Female Reproductive System Disorder,Endocrine System Disorder	Polycystic Ovary Syndrome	Investigational	Protein Biomarkers	性激素结合球蛋白
1004	Sodium	Corticosterone Methyloxidase Type I Deficiency	Germ-Line Disorder,Metabolic Disorder,Endocrine System Disorder	Corticosterone Methyloxidase Type I Deficiency	Clinical	Chemical Biomarkers	钠
1005	Sodium	Cystic Fibrosis	Germ-Line Disorder,Male Reproductive System Disorder,Digestive System Disorder,Respiratory System Disorder	Cystic Fibrosis	Clinical	Chemical Biomarkers	钠
1006	Sodium	Antenatal Bartter Syndrome Type II	Metabolic Disorder	Antenatal Bartter Syndrome Type II	Clinical	Chemical Biomarkers	钠
1007	Sorbitol	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	山梨醇
1008	Sorbitol	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	山梨醇
1009	Spermidine	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	亚精胺
